,Isocode,Country,Year,PopMale,PopFemale,PopTotal,GrowthRate,PopDensity,GDP,CO2,TFR,LEx,LExMale,LExFemale,CO2.norm,GDP.norm,PopTotal.norm,TFR.norm,Tech
229489,JOR,Jordan,1975,1026.563,958.558,1985.121,2.6836,22.219,2582.9620250624,0.3425483887,7.598,63.502,62.285,64.802,0.4055102798,0.6810889398,0.5910819654,1.3724710983,1.3261843783
229523,JOR,Jordan,1976,1055.944,983.17,2039.114,2.5469,22.824,3096.4240428013,0.3947793012,7.523,64.108,62.854,65.445,0.4673414623,0.8164812908,0.6071587127,1.3589234104,1.2749523184
229579,JOR,Jordan,1977,1085.413,1006.303,2091.716,2.5929,23.412,3182.3899724391,0.4125799105,7.455,64.683,63.397,66.055,0.4884139013,0.8391492369,0.6228212811,1.3466401734,1.2964467398
229662,JOR,Jordan,1978,1116.706,1029.956,2146.662,2.8428,24.027,3718.1532731362,0.4625786454,7.391,65.223,63.913,66.629,0.5476026222,0.9804221069,0.6391817899,1.3350794798,1.2441085974
229736,JOR,Jordan,1979,1151.913,1056.649,2208.562,3.2128,24.72,3919.1283869345,0.4686307199,7.329,65.73,64.4,67.166,0.5547670945,1.0334162763,0.657612895,1.3238800578,1.1957524062
229801,JOR,Jordan,1980,1192.471,1088.199,2280.67,3.659,25.527,4479.9193527842,0.5651847922,7.262,66.206,64.863,67.668,0.6690682273,1.181288572,0.6790834947,1.3117774566,1.2615959076
229831,JOR,Jordan,1981,1239.767,1125.898,2365.665,4.0308,26.479,4502.4341106024,0.6759198788,7.178,66.655,65.306,68.139,0.8001569068,1.1872253812,0.7043912778,1.2966040462,1.5012321384
229939,JOR,Jordan,1982,1293.485,1169.483,2462.968,4.1987,27.568,4642.9229017365,0.6967203796,7.071,67.084,65.735,68.584,0.8247806307,1.2242702006,0.7333638434,1.2772760116,1.5006072562
230010,JOR,Jordan,1983,1351.275,1217.307,2568.582,4.1162,28.75,4556.0809103287,0.7817542909,6.935,67.498,66.154,69.007,0.9254441465,1.20137125,0.7648110603,1.2527095376,1.7158481297
230044,JOR,Jordan,1984,1409.688,1266.827,2676.515,3.8973,29.958,4766.5589058602,0.8511067564,6.771,67.897,66.561,69.409,1.0075438982,1.256871189,0.7969487737,1.2230852601,1.7855790166
230141,JOR,Jordan,1985,1466.492,1316.393,2782.885,3.5713,31.149,4754.3646933626,0.8369012733,6.581,68.281,66.954,69.792,0.9907273853,1.2536557552,0.8286210943,1.1887644509,1.7602799265
230196,JOR,Jordan,1986,1519.581,1364.484,2884.065,3.351,32.281,5001.976324938,0.8775807757,6.373,68.646,67.329,70.153,1.0388839581,1.3189472856,0.8587480605,1.1511921965,1.7544680717
230231,JOR,Jordan,1987,1570.244,1412.105,2982.349,3.438,33.381,4963.4254422349,0.8835317396,6.157,68.99,67.678,70.49,1.0459287351,1.3087819872,0.8880127249,1.1121748555,1.7800846409
230309,JOR,Jordan,1988,1623.606,1463.058,3086.664,3.9014,34.549,4749.9719905463,0.8228948794,5.943,69.309,67.999,70.803,0.9741465549,1.2524974644,0.9190731566,1.0735187861,1.732420488
230337,JOR,Jordan,1989,1686.833,1522.633,3209.466,4.5376,35.923,4102.984320424,0.7845541906,5.734,69.602,68.292,71.091,0.92875868,1.0818963707,0.955638206,1.035765896,1.9121549813
230419,JOR,Jordan,1990,1764.387,1594.066,3358.453,5.2197,37.591,3792.400484358,0.8447341678,5.536,69.87,68.555,71.355,1,1,1,1,2.2274392466
230503,JOR,Jordan,1991,1858.937,1679.474,3538.411,5.6244,39.605,3462.9939308118,0.7551412202,5.349,70.111,68.79,71.593,0.893939477,0.9131403566,1.0535835994,0.9662210983,2.1806022051
230551,JOR,Jordan,1992,1966.989,1776.14,3743.129,5.5296,41.897,3718.8668165368,0.893637382,5.169,70.329,69.003,71.81,1.0578918387,0.9806102578,1.1145396407,0.9337066474,2.4029830216
230645,JOR,Jordan,1993,2079.346,1876.593,3955.939,4.8786,44.279,3772.2713093797,0.8341887982,4.997,70.527,69.199,72.007,0.9875163453,0.9946922338,1.1779051248,0.9026372832,2.2113700997
230714,JOR,Jordan,1994,2183.224,1970.493,4153.717,3.9288,46.492,3865.7032188473,0.8951019051,4.832,70.71,69.381,72.19,1.0596255476,1.0193288485,1.2367947385,0.8728323699,2.3154956665
230759,JOR,Jordan,1995,2269.587,2050.571,4320.158,2.9804,48.355,4015.0719189003,0.8557557386,4.677,70.883,69.555,72.365,1.0130473837,1.0587151688,1.2863535681,0.844833815,2.1313584311
230836,JOR,Jordan,1996,2336.057,2114.795,4450.852,2.2452,49.818,3997.6261530114,0.8692717709,4.531,71.05,69.723,72.537,1.0290477218,1.054114978,1.325268509,0.8184609827,2.1744698919
230903,JOR,Jordan,1997,2385.963,2165.948,4551.911,1.7174,50.949,4032.9215381805,0.8638130227,4.395,71.216,69.886,72.71,1.0225856318,1.0634218498,1.3553594467,0.7938945087,2.1419038643
230948,JOR,Jordan,1998,2423.144,2207.618,4630.762,1.4687,51.832,4061.7856991358,0.85644652,4.269,71.382,70.048,72.887,1.0138651338,1.0710329027,1.3788378161,0.7711343931,2.1085467907
230988,JOR,Jordan,1999,2453.807,2245.471,4699.278,1.4408,52.599,4107.8800745221,0.8454490243,4.155,71.551,70.209,73.071,1.0008462503,1.0831873088,1.3992388758,0.7505419075,2.0581151566
231079,JOR,Jordan,2000,2483.246,2284.23,4767.476,1.4086,53.362,4188.6241871673,0.8870521844,4.053,71.724,70.37,73.26,1.0500962531,1.1044783388,1.419545249,0.732117052,2.117765034
231139,JOR,Jordan,2001,2511.236,2323.872,4835.108,1.3938,54.119,4311.6693198294,0.9025651547,3.966,71.9,70.531,73.453,1.0684605751,1.1369235231,1.4396830922,0.7164017341,2.0933079226
231170,JOR,Jordan,2002,2538.331,2364.643,4902.974,1.6292,54.879,4459.9677241436,0.9392258658,3.893,72.076,70.692,73.645,1.1118596851,1.1760276222,1.4598906103,0.7032153179,2.1059028313
231240,JOR,Jordan,2003,2571.617,2411.891,4983.508,2.1573,55.78,4542.70540818,0.9559531158,3.832,72.25,70.849,73.833,1.1316614767,1.1978443276,1.4838701033,0.6921965318,2.1043695989
231310,JOR,Jordan,2004,2619.962,2472.223,5092.185,2.8503,56.997,4821.4067433546,1.0304024697,3.78,72.421,71.004,74.017,1.2197949473,1.2713337537,1.5162293473,0.6828034682,2.1371407237
231401,JOR,Jordan,2005,2689.37,2550.047,5239.417,3.5526,58.645,5097.79560419,1.0943965712,3.734,72.588,71.155,74.197,1.2955514444,1.3442134145,1.5600685792,0.6744942197,2.1468035523
231429,JOR,Jordan,2006,2782.061,2646.835,5428.896,4.0956,60.765,5145.4504614518,1.0414640472,3.689,72.753,71.303,74.374,1.2328896911,1.3567792966,1.6164871148,0.6663656069,2.0240483414
231535,JOR,Jordan,2007,2895.418,2760.438,5655.856,4.4158,63.306,5213.3590029588,1.0385695817,3.641,72.914,71.449,74.549,1.2294632102,1.3746857761,1.6840658482,0.6576950867,1.9921313324
231608,JOR,Jordan,2008,3024.317,2886.885,5911.202,4.4681,66.164,5466.8991879716,0.9578424151,3.586,73.074,71.591,74.725,1.1338980376,1.4415405785,1.7600966874,0.6477601156,1.7520762359
231666,JOR,Jordan,2009,3161.054,3020.253,6181.307,4.3256,69.187,5640.7491885814,0.937665772,3.526,73.233,71.732,74.902,1.1100128392,1.4873822561,1.8405221094,0.6369219653,1.6623071522
231718,JOR,Jordan,2010,3299.156,3155.398,6454.554,4.196,72.245,5646.6721369124,0.8796889762,3.458,73.39,71.871,75.079,1.041379655,1.4889440501,1.9218830813,0.6246387283,1.5578892396
231794,JPN,Japan,1960,45380.389,47120.365,92500.754,0.9217,244.793,3986.4328857789,0.6862646763,2.001,67.75,65.41,70.142,0.2809962554,0.21216764,0.7566568099,1.2737110121,1.7215006397
231847,JPN,Japan,1961,45797.654,47559.605,93357.259,0.9662,247.06,4426.2842242053,0.8270058571,1.976,68.279,65.883,70.726,0.338623795,0.2355775964,0.7636630267,1.2577975812,1.8683975435
231877,JPN,Japan,1962,46240.947,48022.699,94263.646,1.0175,249.459,4776.5168283412,0.8482803646,1.965,68.782,66.337,71.277,0.3473348028,0.2542178262,0.7710772787,1.2507956715,1.7759392359
231953,JPN,Japan,1963,46712.997,48514.656,95227.653,1.071,252.01,5128.6442560701,0.931336615,1.965,69.266,66.778,71.803,0.3813428119,0.2729589031,0.7789628626,1.2507956715,1.8159508995
232049,JPN,Japan,1964,47213.978,49039.086,96253.064,1.1248,254.723,5667.6904578195,1.018014346,1.97,69.738,67.213,72.31,0.4168336635,0.3016482512,0.7873507317,1.2539783577,1.7961713922
232099,JPN,Japan,1965,47743.92,49597.932,97341.852,1.1773,257.605,5933.7476120909,1.083953077,1.98,70.198,67.641,72.798,0.443832775,0.3158084591,0.7962570251,1.2603437301,1.82675966
232179,JPN,Japan,1966,48301.975,50192.655,98494.63,1.2275,260.655,6505.5315792792,1.1621445758,1.997,70.642,68.059,73.264,0.4758488748,0.3462401905,0.8056867572,1.2711648631,1.7863944885
232211,JPN,Japan,1967,48889.118,50821.964,99711.082,1.2733,263.875,7152.2936227134,1.3397908971,2.02,71.066,68.461,73.704,0.5485875029,0.3806624372,0.815637343,1.2858052196,1.873232515
232299,JPN,Japan,1968,49508.198,51480.668,100988.866,1.3131,267.256,7983.3134093114,1.5191080569,2.048,71.467,68.844,74.116,0.6220102685,0.4248913286,0.826089625,1.3036282623,1.9028540896
232358,JPN,Japan,1969,50162.533,52161.141,102323.674,1.3434,270.789,8874.0888973852,1.7428615786,2.077,71.852,69.214,74.507,0.7136278381,0.4723005634,0.8370083637,1.3220878421,1.9639893163
232405,JPN,Japan,1970,50851.692,52855.845,103707.537,1.3745,274.451,9713.9514330029,2.0216467006,2.101,72.229,69.579,74.885,0.827778512,0.5170000874,0.8483283726,1.3373647358,2.0811785137
232470,JPN,Japan,1971,51578.837,53564.038,105142.875,1.3918,278.249,10040.324215724,2.0685376922,2.113,72.609,69.95,75.26,0.8469783827,0.5343704395,0.8600694474,1.3450031827,2.0602299764
232562,JPN,Japan,1972,52335.23,54281.305,106616.535,1.3686,282.149,10733.59956084,2.1827477323,2.109,72.999,70.336,75.64,0.8937425464,0.5712682371,0.8721239965,1.3424570337,2.0335654595
232604,JPN,Japan,1973,53093.87,54991.859,108085.729,1.2955,286.037,11433.8020648332,2.3104530294,2.087,73.402,70.738,76.029,0.9460324449,0.6085347149,0.8841420136,1.3284532145,2.0207215555
232652,JPN,Japan,1974,53819.119,55675.934,109495.053,1.1888,289.767,11144.5202007489,2.2810254268,2.048,73.82,71.156,76.43,0.9339830907,0.5931384316,0.8956702937,1.3036282623,2.0467686232
232764,JPN,Japan,1975,54485.299,56319.22,110804.519,1.0668,293.232,11343.7810592294,2.1413476828,1.997,74.245,71.58,76.84,0.8767909834,0.6037435784,0.9063817347,1.2711648631,1.8876842488
232829,JPN,Japan,1976,55079.642,56913.216,111992.858,0.9553,296.377,11668.9679039317,2.2131768438,1.94,74.668,72,77.252,0.9062019759,0.621050812,0.9161023559,1.2348822406,1.8966346142
232884,JPN,Japan,1977,55607.797,57460.051,113067.848,0.8689,299.222,12063.8549757324,2.255592589,1.885,75.078,72.401,77.657,0.9235694231,0.6420676611,0.9248957816,1.1998726926,1.8697112934
232915,JPN,Japan,1978,56085.26,57969.327,114054.587,0.8196,301.833,12584.8782997065,2.1611756834,1.838,75.468,72.776,78.049,0.884909708,0.6697977878,0.9329673135,1.1699554424,1.7172797638
233009,JPN,Japan,1979,56536.805,58456.469,114993.274,0.7959,304.317,13163.0971326701,2.2662195008,1.802,75.834,73.121,78.426,0.9279206925,0.7005719984,0.9406457796,1.1470401018,1.7216461126
233046,JPN,Japan,1980,56979.897,58932.207,115912.104,0.7816,306.749,13427.7299376874,2.2293185188,1.777,76.18,73.439,78.789,0.9128113067,0.714656399,0.9481618154,1.1311266709,1.6602348492
233144,JPN,Japan,1981,57420.856,59400.713,116821.569,0.7567,309.156,13754.4517084051,2.1700273517,1.761,76.51,73.739,79.142,0.8885340904,0.7320453251,0.9556012454,1.1209420751,1.5776909162
233211,JPN,Japan,1982,57852.094,59856.825,117708.919,0.7138,311.504,14078.3704025801,2.0855428976,1.751,76.834,74.03,79.491,0.8539412925,0.7492850647,0.9628597746,1.1145767027,1.481380897
233222,JPN,Japan,1983,58261,60291.097,118552.097,0.6447,313.735,14306.8728905049,2.0330724306,1.741,77.156,74.319,79.837,0.8324568635,0.7614465221,0.9697569765,1.1082113304,1.4210459869
233303,JPN,Japan,1984,58629.028,60689.893,119318.921,0.5597,315.765,14772.5869629179,2.1486617366,1.73,77.474,74.605,80.179,0.8797857779,0.7862329561,0.9760296021,1.1012094208,1.4544925286
233396,JPN,Japan,1985,58944.246,61044.417,119988.663,0.4679,317.537,15331.2508408083,2.0804548843,1.715,77.785,74.884,80.513,0.8518579671,0.8159664045,0.9815080963,1.0916613622,1.3570027038
233460,JPN,Japan,1986,59200.86,61350.595,120551.455,0.3894,319.026,15679.3810630013,2.0705847142,1.695,78.08,75.147,80.832,0.8478165514,0.8344947404,0.9861117388,1.0789306174,1.3205780929
233533,JPN,Japan,1987,59407.325,61614.505,121021.83,0.3391,320.271,16251.2938572827,2.0409045211,1.67,78.352,75.387,81.13,0.8356637721,0.8649333283,0.9899594096,1.0630171865,1.2558412512
233583,JPN,Japan,1988,59583.122,61849.82,121432.942,0.3274,321.359,17184.6378442743,2.2211847589,1.641,78.599,75.6,81.405,0.9094808772,0.9146081621,0.9933223086,1.0445576066,1.2925409188
233625,JPN,Japan,1989,59755.444,62075.699,121831.143,0.3426,322.413,17942.5136567634,2.2955542656,1.607,78.82,75.785,81.659,0.9399320335,0.9549441535,0.9965795955,1.0229153405,1.2793939074
233700,JPN,Japan,1990,59943.424,62305.861,122249.285,0.3701,323.52,18789.0711638743,2.4422555927,1.571,79.019,75.946,81.895,1,1,1,1,1.2998277411
233792,JPN,Japan,1991,60155.898,62546.629,122702.527,0.3887,324.719,19347.1030845286,2.4458827975,1.535,79.202,76.088,82.119,1.0014851864,1.0296998141,1.0037075227,0.9770846595,1.2642113844
233849,JPN,Japan,1992,60386.258,62794.099,123180.357,0.3877,325.983,19440.299298859,2.4874176976,1.499,79.377,76.218,82.339,1.018491965,1.034659943,1.0076161754,0.9541693189,1.2795161532
233899,JPN,Japan,1993,60619.441,63039.413,123658.854,0.3574,327.25,19417.4356107225,2.4446935276,1.467,79.553,76.348,82.562,1.0009982308,1.033443082,1.0115302842,0.9338001273,1.2590197679
233927,JPN,Japan,1994,60832.727,63268.819,124101.546,0.3071,328.421,19536.8194484374,2.579822817,1.438,79.736,76.483,82.794,1.0563279391,1.0397969797,1.0151515078,0.9153405474,1.3204927362
233991,JPN,Japan,1995,61010.316,63472.989,124483.305,0.25,329.432,19871.7144565587,2.5936409706,1.413,79.933,76.631,83.04,1.0619858864,1.0576209054,1.0182742991,0.8994271165,1.3051923508
234084,JPN,Japan,1996,61146.788,63648.118,124794.906,0.2032,330.256,20343.3604494179,2.6345065719,1.392,80.15,76.801,83.306,1.0787186156,1.0827230506,1.0208231975,0.8860598345,1.2950203475
234162,JPN,Japan,1997,61249.358,63799.354,125048.712,0.1743,330.928,20617.4376150292,2.6204828083,1.372,80.385,76.991,83.589,1.0729764797,1.097310103,1.0228993323,0.8733290898,1.2710031466
234214,JPN,Japan,1998,61329.964,63936.891,125266.855,0.1712,331.505,20154.4939970668,2.523253258,1.354,80.637,77.2,83.885,1.0331651059,1.0726711194,1.0246837435,0.8618714195,1.2519556474
234280,JPN,Japan,1999,61406.191,64075.245,125481.436,0.1857,332.073,20070.3990882824,2.603644096,1.337,80.899,77.425,84.189,1.0660817417,1.0681953841,1.0264390176,0.8510502864,1.2972557668
234351,JPN,Japan,2000,61490.43,64224.244,125714.674,0.206,332.69,20480.9512649949,2.6455543288,1.322,81.166,77.662,84.49,1.0832422031,1.090045968,1.0283469061,0.8415022279,1.2917145764
234384,JPN,Japan,2001,61586.258,64387.672,125973.93,0.2182,333.376,20499.907952727,2.602609921,1.31,81.427,77.901,84.777,1.0656582909,1.091054889,1.030467622,0.833863781,1.2695715156
234435,JPN,Japan,2002,61688.609,64560.481,126249.09,0.2172,334.105,20516.8492325356,2.6282248846,1.303,81.674,78.135,85.041,1.0761465313,1.091956545,1.0327184327,0.8294080204,1.2810080412
234556,JPN,Japan,2003,61790.74,64732.857,126523.597,0.1968,334.831,20832.9978499007,2.6670914201,1.3,81.901,78.357,85.277,1.0920607278,1.1087827423,1.0349639018,0.8274984087,1.2802244974
234591,JPN,Japan,2004,61882.31,64890.589,126772.899,0.1622,335.491,21301.1782487397,2.7096564227,1.301,82.106,78.565,85.484,1.1094892896,1.1337004402,1.0370031939,0.8281349459,1.2720687988
234687,JPN,Japan,2005,61955.528,65023.226,126978.754,0.1238,336.036,21575.0234740755,2.6591456394,1.307,82.291,78.757,85.665,1.0888072679,1.1482751481,1.0386870893,0.8319541693,1.2325111222
234733,JPN,Japan,2006,62008.628,65127.392,127136.02,0.0887,336.452,21938.1705923005,2.6411004529,1.317,82.458,78.937,85.826,1.08141853,1.1676027197,1.0399735262,0.8383195417,1.2038836337
234759,JPN,Japan,2007,62043.242,65205.613,127248.855,0.0554,336.75,22410.0656101345,2.6812657764,1.329,82.617,79.108,85.978,1.0978645251,1.1927181187,1.0408965173,0.8459579885,1.1964560136
234818,JPN,Japan,2008,62058.97,65260.464,127319.434,0.0263,336.937,22175.1244681219,2.5850649006,1.343,82.774,79.278,86.13,1.0584743498,1.1802139805,1.041473854,0.8548695099,1.1657498944
234916,JPN,Japan,2009,62056.163,65296.709,127352.872,0,337.026,20963.2002965601,2.3568373079,1.359,82.932,79.446,86.286,0.9650248381,1.1157124327,1.0417473771,0.8650541057,1.1242736198
234950,JPN,Japan,2010,62035.07,65317.763,127352.833,-0.0264,337.025,21934.9033913457,2.5068700278,1.374,83.092,79.614,86.448,1.0264568685,1.1674288314,1.0417470581,0.8746021642,1.1428680505
235045,KAZ,Kazakhstan,1960,4673.604,5040.656,9714.26,4.1893,3.565,NA,3.0827312763,4.563,58.422,53.231,63.761,0.635220711,NA,0.6006876125,1.6083891435,NA
235112,KAZ,Kazakhstan,1961,4873.934,5255.927,10129.861,3.8937,3.718,NA,3.0486888062,4.514,58.865,53.645,64.175,0.6282059958,NA,0.6263865718,1.5911173775,NA
235173,KAZ,Kazakhstan,1962,5068.064,5463.998,10532.062,3.5581,3.865,NA,3.0775467744,4.437,59.309,54.062,64.593,0.6341524042,NA,0.6512569333,1.563976031,NA
235262,KAZ,Kazakhstan,1963,5252.346,5661.206,10913.552,3.1902,4.005,NA,3.1850986054,4.331,59.754,54.481,65.013,0.6563142939,NA,0.6748466167,1.526612619,NA
235284,KAZ,Kazakhstan,1964,5423.25,5844.079,11267.329,2.8138,4.135,NA,3.2809993217,4.201,60.196,54.898,65.431,0.6760753809,NA,0.6967226485,1.4807895664,NA
235384,KAZ,Kazakhstan,1965,5578.491,6010.379,11588.87,2.4217,4.253,NA,3.3839507672,4.059,60.632,55.31,65.845,0.6972893255,NA,0.7166053463,1.4307366937,NA
235453,KAZ,Kazakhstan,1966,5715.429,6157.51,11872.939,2.0637,4.357,NA,3.488136215,3.918,61.055,55.712,66.249,0.7187575458,NA,0.7341709385,1.381036306,NA
235508,KAZ,Kazakhstan,1967,5834.56,6285.944,12120.504,1.8062,4.448,NA,3.572864961,3.79,61.462,56.099,66.637,0.7362165617,NA,0.749479282,1.3359182235,NA
235576,KAZ,Kazakhstan,1968,5940.847,6400.565,12341.412,1.677,4.529,NA,3.6074957112,3.683,61.848,56.468,67.007,0.7433524966,NA,0.7631392724,1.2982023264,NA
235606,KAZ,Kazakhstan,1969,6041.571,6508.55,12550.121,1.6369,4.606,NA,3.6944963417,3.6,62.21,56.815,67.355,0.7612796519,NA,0.7760449298,1.2689460698,NA
235662,KAZ,Kazakhstan,1970,6142.043,6615.202,12757.245,1.6302,4.682,NA,3.8228123683,3.538,62.542,57.135,67.675,0.7877201654,NA,0.7888525776,1.2470919986,NA
235729,KAZ,Kazakhstan,1971,6244.426,6722.494,12966.92,1.604,4.759,NA,3.9918448903,3.489,62.84,57.423,67.964,0.8225506287,NA,0.8018179682,1.2298202326,NA
235831,KAZ,Kazakhstan,1972,6347.342,6829.242,13176.584,1.5485,4.836,NA,4.1338643551,3.44,63.107,57.683,68.224,0.8518148419,NA,0.8147826786,1.2125484667,NA
235855,KAZ,Kazakhstan,1973,6448.367,6933.844,13382.211,1.4455,4.911,7624.8893255039,4.2430411101,3.385,63.348,57.918,68.46,0.8743115599,1.0223960619,0.8274977585,1.1931617906,5.5647248491
235913,KAZ,Kazakhstan,1974,6543.573,7033.476,13577.049,1.3152,4.983,NA,4.3422356529,3.32,63.571,58.137,68.68,0.8947513655,NA,0.8395456935,1.1702502644,NA
235978,KAZ,Kazakhstan,1975,6630.442,7126.347,13756.789,1.1802,5.049,NA,4.5055249094,3.249,63.785,58.347,68.895,0.9283983844,NA,0.8506600338,1.145223828,NA
236058,KAZ,Kazakhstan,1976,6708.146,7211.959,13920.105,1.0759,5.108,NA,4.6244382398,3.175,64.003,58.56,69.117,0.9529013993,NA,0.8607587853,1.1191399366,NA
236140,KAZ,Kazakhstan,1977,6778.734,7291.947,14070.681,1.0212,5.164,NA,4.730927097,3.106,64.234,58.784,69.355,0.974844255,NA,0.8700697506,1.0948184702,NA
236163,KAZ,Kazakhstan,1978,6845.977,7369.134,14215.111,1.0309,5.217,NA,4.8439279693,3.048,64.484,59.028,69.614,0.9981289619,NA,0.879000674,1.0743743391,NA
236236,KAZ,Kazakhstan,1979,6915.066,7447.351,14362.417,1.0838,5.271,NA,4.8341433154,3.003,64.759,59.296,69.896,0.9961127581,NA,0.8881094367,1.0585125132,NA
236317,KAZ,Kazakhstan,1980,6989.672,7529.252,14518.924,1.1291,5.328,NA,4.9705362541,2.974,65.068,59.605,70.207,1.0242175819,NA,0.8977871493,1.0482904477,NA
236377,KAZ,Kazakhstan,1981,7069.427,7614.362,14683.789,1.1525,5.389,NA,4.8218762364,2.965,65.425,59.971,70.55,0.9935850312,NA,0.9079816843,1.0451180825,NA
236472,KAZ,Kazakhstan,1982,7152.71,7701.283,14853.993,1.1812,5.451,NA,4.8567496802,2.97,65.818,60.387,70.914,1.000770975,NA,0.9185063598,1.0468805076,NA
236503,KAZ,Kazakhstan,1983,7240.137,7790.358,15030.495,1.2138,5.516,NA,4.8685243195,2.986,66.227,60.832,71.277,1.0031972309,NA,0.9294204763,1.0525202679,NA
236555,KAZ,Kazakhstan,1984,7332.209,7881.842,15214.051,1.2343,5.583,NA,4.8530744651,3.006,66.626,61.28,71.617,1.0000136684,NA,0.9407707814,1.0595699683,NA
236624,KAZ,Kazakhstan,1985,7428.121,7974.885,15403.006,1.2768,5.653,NA,5.1696993168,3.023,66.972,61.686,71.892,1.0652566771,NA,0.9524549373,1.0655622136,NA
236730,KAZ,Kazakhstan,1986,7529.727,8071.201,15600.928,1.279,5.725,NA,5.1180541007,3.028,67.216,62.003,72.062,1.0546147794,NA,0.9646935734,1.0673246387,NA
236795,KAZ,Kazakhstan,1987,7633.8,8167.953,15801.753,1.1374,5.799,NA,5.2658860624,3.015,67.331,62.195,72.106,1.0850767027,NA,0.9771117185,1.0627423335,NA
236811,KAZ,Kazakhstan,1988,7728.264,8254.246,15982.51,0.8123,5.865,NA,5.3494074489,2.979,67.297,62.236,72.016,1.1022869328,NA,0.9882889456,1.0500528728,NA
236867,KAZ,Kazakhstan,1989,7797.166,8315.702,16112.868,0.3657,5.913,NA,5.1949873723,2.92,67.113,62.119,71.798,1.0704674772,NA,0.9963497177,1.0292562566,NA
236965,KAZ,Kazakhstan,1990,7829.433,8342.467,16171.9,-0.1067,5.935,7457.8625733544,4.8530081322,2.837,66.777,61.828,71.466,1,1,1,1,6.507237274
237052,KAZ,Kazakhstan,1991,7822.545,8332.115,16154.66,-0.5243,5.929,6587.5511273745,4.6826101293,2.731,66.297,61.362,71.044,0.9648881687,0.8833028314,0.9989339533,0.9626365879,7.1082714027
237103,KAZ,Kazakhstan,1992,7781.072,8289.112,16070.184,-0.878,5.898,6215.4559839069,4.4342367206,2.61,65.719,60.763,70.579,0.9137088997,0.8334098306,0.9937103247,0.9199859006,7.1342098345
237129,KAZ,Kazakhstan,1993,7710.276,8219.436,15929.712,-1.1295,5.846,5664.4156139697,3.7851280676,2.483,65.098,60.088,70.12,0.7799550226,0.7595226592,0.9850241468,0.8752203031,6.6822922708
237212,KAZ,Kazakhstan,1994,7618.54,8132.261,15750.801,-1.2854,5.78,5021.804700071,3.4538560928,2.356,64.485,59.389,69.704,0.7116938605,0.6733570981,0.9739610683,0.8304547057,6.8777188661
237296,KAZ,Kazakhstan,1995,7513.78,8035.852,15549.632,-1.4478,5.706,4686.8625020441,2.9240563378,2.238,63.942,58.743,69.374,0.6025245081,0.6284458122,0.9615216518,0.7888614734,6.2388353329
237362,KAZ,Kazakhstan,1996,7395.638,7930.494,15326.132,-1.5795,5.624,4754.7743632555,2.503371366,2.133,63.532,58.224,69.165,0.5158391039,0.6375518879,0.9477013833,0.7518505464,5.2649635392
237379,KAZ,Kazakhstan,1997,7267.287,7818.678,15085.965,-1.521,5.536,4891.0839602032,2.342375844,2.045,63.281,57.873,69.08,0.4826647268,0.6558291886,0.9328504999,0.7208318646,4.7890730625
237460,KAZ,Kazakhstan,1998,7144.598,7713.643,14858.241,-1.2098,5.453,4862.2418370424,2.2953591882,1.978,63.197,57.712,69.113,0.4729765798,0.6519618442,0.9187690377,0.6972153683,4.7207836737
237544,KAZ,Kazakhstan,1999,7047.662,7631.906,14679.568,-0.7105,5.387,5035.2612211222,2.1640963821,1.935,63.282,57.745,69.257,0.4459288596,0.6751614382,0.907720676,0.6820585125,4.2978830434
237574,KAZ,Kazakhstan,2000,6990.592,7585.052,14575.644,-0.1125,5.349,5536.5515037692,2.3904947184,1.922,63.513,57.949,69.495,0.4925799944,0.7423777858,0.9012944676,0.6774762073,4.3176600395
237660,KAZ,Kazakhstan,2001,6980.201,7579.054,14559.255,0.4382,5.343,6264.145632589,2.7704027438,1.944,63.848,58.281,69.8,0.5708629923,0.8399384637,0.900281043,0.6852308777,4.4226346358
237710,KAZ,Kazakhstan,2002,7012.446,7610.742,14623.188,0.8482,5.367,6849.6552751002,2.8335818428,1.999,64.228,58.667,70.132,0.5838815361,0.9184475053,0.9042343819,0.7046175538,4.1368240137
237785,KAZ,Kazakhstan,2003,7076.816,7670.938,14747.754,1.0435,5.412,7448.7905828158,2.8442297044,2.078,64.6,59.047,70.459,0.5860756106,0.9987835669,0.9119370018,0.7324638703,3.8183778598
237873,KAZ,Kazakhstan,2004,7157.006,7745.446,14902.452,1.0788,5.469,8109.6914210983,3.1503540491,2.176,64.934,59.39,70.76,0.6491549083,1.0874015633,0.9215028537,0.7670074022,3.884678079
237941,KAZ,Kazakhstan,2005,7240.571,7823.517,15064.088,1.077,5.528,8822.3633492233,3.2032473522,2.279,65.215,59.675,71.023,0.660053984,1.182961373,0.9314977214,0.8033133592,3.6308268266
237961,KAZ,Kazakhstan,2006,7324.735,7902.476,15227.211,1.1027,5.588,9669.7592077332,3.448037858,2.376,65.439,59.902,71.244,0.7104949681,1.2965858666,0.9415845386,0.8375044061,3.5657949531
238042,KAZ,Kazakhstan,2007,7411.654,7984.391,15396.045,1.1126,5.65,10417.7017803583,3.9023008831,2.455,65.629,60.095,71.437,0.8040993909,1.3968749998,0.9520244993,0.8653507226,3.7458366206
238098,KAZ,Kazakhstan,2008,7499.537,8068.757,15568.294,1.1194,5.713,10638.7991326878,4.0364731036,2.51,65.801,60.272,71.614,0.8317466185,1.4265212087,0.9626756287,0.8847373987,3.7941059449
